country,zone,date_MMYY,households,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,w_supplied,total_consumption,metered,ww_capacity
Uganda,Rubaga,Nov/24,159734,200,200,187,154,184,149,319087.00,767206.00,146843.00,33351.00
Uganda,Rubaga,Dec/24,159734,150,150,112,131,97,110,499029.00,1208852.00,141141.00,55325.00
Uganda,Central,Jan/24,119519,100,150,99,109,83,99,323144.00,651988.00,92509.00,32089.00
Uganda,Central,Feb/24,119519,200,200,171,158,148,139,359844.00,788735.00,94201.00,42066.00
Uganda,Central,Mar/24,119519,150,150,142,144,117,132,409335.00,821929.00,100162.00,84443.00
Uganda,Central,Apr/24,119519,200,100,177,75,159,74,112204.00,237263.00,96009.00,21731.00
Uganda,Central,May/24,119519,100,200,98,185,80,179,155576.00,331786.00,124183.00,44901.00
Uganda,Central,Jun/24,119519,100,200,99,172,80,139,177725.00,399159.00,109731.00,74621.00
Uganda,Central,Jul/24,119519,100,150,92,109,91,106,174780.00,436036.00,132022.00,62157.00
Uganda,Central,Aug/24,119519,150,200,136,144,116,134,392356.00,950787.00,125333.00,25857.00
Uganda,Central,Sep/24,119519,100,200,90,173,84,169,488821.00,1039302.00,127908.00,72121.00
Uganda,Central,Oct/24,119519,150,150,116,139,108,136,454863.00,991845.00,108832.00,58360.00
Uganda,Central,Nov/24,119519,200,100,177,95,153,83,438467.00,889822.00,100012.00,29379.00
Uganda,Central,Dec/24,119519,150,150,122,144,111,134,127326.00,279851.00,96326.00,54226.00
Uganda,Nakawa,Jan/24,26405,100,150,85,126,84,114,493653.00,1142489.00,32159.00,8610.00
Uganda,Nakawa,Feb/24,26405,200,200,151,177,138,142,203544.00,464782.00,38406.00,87606.00
Uganda,Nakawa,Mar/24,26405,200,150,157,124,157,110,417941.00,1018334.00,29253.00,4236.00
Uganda,Nakawa,Apr/24,26405,100,200,78,151,75,128,297498.00,711832.00,36036.00,58012.00
Uganda,Nakawa,May/24,26405,150,200,109,189,101,161,194678.00,392907.00,33632.00,16665.00
Uganda,Nakawa,Jun/24,26405,100,100,76,72,74,69,132292.00,265438.00,39356.00,40994.00
Uganda,Nakawa,Jul/24,26405,100,200,81,194,68,188,238751.00,556903.00,29880.00,11004.00
Uganda,Nakawa,Aug/24,26405,200,100,164,89,153,89,397055.00,862934.00,34095.00,16422.00
Uganda,Nakawa,Sep/24,26405,100,100,94,76,85,63,375264.00,797877.00,32835.00,38729.00
Uganda,Nakawa,Oct/24,26405,200,100,153,74,143,73,260194.00,592288.00,35226.00,50405.00
Uganda,Nakawa,Nov/24,26405,200,150,148,117,129,117,416434.00,1022176.00,27606.00,79830.00
Uganda,Nakawa,Dec/24,26405,100,200,89,156,74,142,249750.00,561902.00,32136.00,38837.00
Uganda,Kawempe,Jan/24,218822,150,150,129,131,129,126,143243.00,296806.00,241023.00,79904.00
Uganda,Kawempe,Feb/24,218822,200,200,196,190,165,158,444272.00,982091.00,226093.00,21500.00
Uganda,Kawempe,Mar/24,218822,150,100,113,98,106,89,127015.00,294542.00,254902.00,66698.00
Uganda,Kawempe,Apr/24,218822,150,100,132,84,113,81,212372.00,433530.00,214861.00,35791.00
Uganda,Kawempe,May/24,218822,200,150,158,118,127,95,190527.00,383554.00,270294.00,36866.00
Uganda,Kawempe,Jun/24,218822,150,100,118,73,110,60,314271.00,690529.00,290005.00,13730.00
Uganda,Kawempe,Jul/24,218822,150,100,107,74,107,72,174287.00,410143.00,259002.00,46466.00
Uganda,Kawempe,Aug/24,218822,150,200,140,183,136,157,422366.00,875819.00,275527.00,62841.00
Uganda,Kawempe,Sep/24,218822,150,150,144,112,118,94,192334.00,446793.00,269957.00,78064.00
Uganda,Kawempe,Oct/24,218822,150,150,112,137,111,117,130450.00,294243.00,262986.00,78957.00
Uganda,Kawempe,Nov/24,218822,100,150,75,127,66,103,252287.00,577948.00,290147.00,40623.00
Uganda,Kawempe,Dec/24,218822,200,150,167,143,159,134,315070.00,776330.00,249120.00,17951.00
